,Gene_set,Term,Odds Ratio,Genes,Cluster,Count,-log10(adj p-value)
251,GO_Molecular_Function_2023,Hormone Receptor Binding ,110.62962962962963,NPPB;NPPA,33,2,2.161223251125065
252,GO_Molecular_Function_2023,Actin Binding ,9.413037942449709,NRAP;MYOZ2;ABRA;LMOD3;LMOD2,33,5,2.161223251125065
253,GO_Molecular_Function_2023,Tropomyosin Binding ,92.1851851851852,LMOD3;LMOD2,33,2,2.161223251125065
254,GO_Molecular_Function_2023,Actin Monomer Binding ,30.703703703703702,LMOD3;LMOD2,33,2,1.4390237990319477
255,WikiPathways_2019_Mouse,MicroRNAs in Cardiomyocyte Hypertrophy WP1560,11.52778495735332,NPPB;NPPA;HDAC9,33,3,1.5047623903868559
256,WikiPathways_2019_Mouse,Focal Adhesion WP85,7.289940828402367,COL3A1;CAV3;HGF;COL5A2,33,4,1.5047623903868559
257,GO_Biological_Process_2023,Regulation Of Cardiac Muscle Cell Proliferation ,49.277188328912466,TGFBR3;NOG;VGLL4;RUNX1;TBX2,34,5,3.7214418739929225
258,GO_Biological_Process_2023,Cytoplasmic Translation ,1211.3784461152882,RPL4;EIF4A1;RPL5;RPL3;RPL32;RPLP1;RPLP0;RPL10A;RPL8;RPL9;RPL6;RPL7;RPS15;RPS4X;RPL7A;RPS14;RPS17;RPS16;RPL18A;RPS19;RPS18;RACK1;RPL36;RPL35;RPLP2;RPL38;RPS11;RPS10;RPS13;RPS9;RPS7;RPS8;RPS5;RPS6;RPL13A;RPSA;RPL37A;RPL24;RPL27;RPL29;RPL28;UBA52;RPL10;RPL12;RPL11;RPL14;RPS3;RPL13;RPL15;RPS2;RPL18;RPS27A;RPL17;RPL19;RPL41;RPL35A;RPL23A;RPS26;RPS28;RPS29;RPL27A;FAU;RPS21;RPS24;RPS23,36,65,129.6066522874161
259,GO_Biological_Process_2023,Peptide Biosynthetic Process ,328.79788732394366,RPL4;RPL5;RPL3;RPL32;RPLP1;RPLP0;RPL10A;RPL8;RPL9;RPL6;RPL7;RPS15;RPS4X;RPL7A;RPS14;RPS17;RPS16;RPL18A;RPS19;RPS18;RPL36;RPL35;RPLP2;RPL38;RPS11;RPS10;RPS13;RPS9;RPS7;RPS8;RPS5;RPS6;RPL13A;RPSA;EEF1A1;RPL37A;RPL24;RPL27;RPL29;RPL28;RPL10;RPL12;RPL11;RPL14;RPS3;RPL13;RPL15;RPS2;RPL18;RPS27A;RPL17;RPL19;RPL41;RPL35A;RPL23A;RPS26;RPS28;RPS29;RPL27A;FAU;RPS21;RPS24;RPS23,36,63,105.49182918386597
260,GO_Biological_Process_2023,Macromolecule Biosynthetic Process ,250.31562252180808,RPL4;RPL5;RPL3;RPL32;RPLP1;RPLP0;RPL10A;RPL8;RPL9;RPL6;RPL7;RPS15;RPS4X;RPL7A;RPS14;RPS17;RPS16;RPL18A;RPS19;RPS18;RPL36;RPL35;RPLP2;RPL38;RPS11;RPS10;RPS13;RPS9;RPS7;RPS8;RPS5;RPS6;RPL13A;RPSA;EEF1A1;EEF1G;RPL37A;RPL24;RPL27;RPL29;RPL28;RPL10;RPL12;RPL11;RPL14;RPS3;RPL13;RPL15;RPS2;RPL18;RPS27A;RPL17;RPL19;RPL41;RPL35A;RPL23A;RPS26;RPS28;RPS29;RPL27A;FAU;RPS21;RPS24;RPS23,36,64,101.54513869426648
261,GO_Biological_Process_2023,Translation ,189.33774061831616,RPL4;RPL5;RPL3;RPL32;RPLP1;RPLP0;RPL10A;RPL8;RPL9;RPL6;RPL7;RPS15;RPS4X;RPL7A;RPS14;RPS17;RPS16;RPL18A;RPS19;RPS18;RACK1;RPL36;RPL35;RPLP2;RPL38;RPS11;RPS10;RPS13;RPS9;RPS7;RPS8;RPS5;RPS6;RPL13A;RPSA;EEF1A1;EEF1G;RPL37A;RPL24;RPL27;RPL29;RPL28;UBA52;RPL10;RPL12;RPL11;RPL14;RPS3;RPL13;RPL15;RPS2;RPL18;RPS27A;RPL17;RPL19;RPL41;RPL35A;RPL23A;RPS26;RPS28;RPS29;RPL27A;FAU;RPS21;RPS24;RPS23,36,66,97.96427457552372
262,GO_Biological_Process_2023,Gene Expression ,118.10089285714284,RPL4;RPL5;RPL3;RPL32;RPLP1;RPLP0;RPL10A;RPL8;RPL9;RPL6;RPL7;RPS15;RPS4X;RPL7A;RPS14;RPS17;RPS16;RPL18A;RPS19;RPS18;RPL36;RPL35;RPLP2;RPL38;RPS11;RPS10;RPS13;RPS9;RPS7;RPS8;RPS5;RPS6;RPL13A;RPSA;EEF1A1;RPL37A;RPL24;RPL27;RPL29;RPL28;RPL10;RPL12;RPL11;RPL14;RPS3;RPL13;RPL15;RPS2;RPL18;RPS27A;RPL17;RPL19;RPL41;RPL35A;RPL23A;RPS26;RPS28;RPS29;RPL27A;FAU;RPS21;RPS24;RPS23,36,63,83.93714305701302
263,GO_Molecular_Function_2023,RNA Binding ,30.322694189237563,RPL4;EIF4A1;RPL5;HSP90AB1;RPL3;RPL32;RPLP0;ENO1;YBX1;RPL10A;RPL8;RPL9;RPL6;RPL7;RPS15;RPS4X;RPL7A;RPS14;RPS17;TUBA1B;RPS16;RPL18A;RPS19;RPS18;RACK1;RPL36;RPL35;RPL38;RPS11;RPS10;RPS13;RPS9;RPS7;RPS8;RPS5;RPS6;RPL13A;RPSA;EEF1A1;PKM;RPL37A;RPL24;RPL27;PABPC1;ALDOA;PFN1;RPL29;PPIA;RPL28;RPL10;RPL12;RPL11;RPL14;RPS3;RPL13;RPL15;RPS2;RPL18;RPS27A;RPL17;RPL19;HSPA8;NPM1;RPL41;RPL35A;RPL23A;RPS26;RPS28;RPL27A;FAU;RPS21;RPS24;TPT1;RPS23,36,74,54.636396492714205
264,GO_Molecular_Function_2023,rRNA Binding ,52.25351662404092,RPL5;RPS14;NPM1;RPS9;RPL12;RPS5;RPL11;RPLP0;RPS3;RPL17;RPS13,36,11,12.307459159256249
265,GO_Molecular_Function_2023,Cadherin Binding ,11.556189640035118,HSPA8;HSP90AB1;RPL23A;ENO1;RPL6;EEF1G;RPS26;RPL7A;LDHA;PKM;RACK1;RPL14;RPL24;RPL15;RPS2;ALDOA;PFN1;RPL29,36,18,10.451086737212801
266,GO_Molecular_Function_2023,mRNA Binding ,12.04351395730706,EIF4A1;RPL5;RPL41;RPS7;RPS5;RPL13A;RPL7;RPS26;RPS14;PKM;RPS3;RPL24;RPL35;PABPC1;RPS2;RPS13,36,16,9.63359075002451
267,GO_Molecular_Function_2023,Ubiquitin Ligase Inhibitor Activity ,379.8724489795918,RPS15;RPL5;RPS7;RPL11;RPL17,36,5,8.13598517210732
268,KEGG_2019_Mouse,Ribosome,460.0976851851852,RPL4;RPL5;RPL3;RPL32;RPLP1;RPLP0;RPL10A;RPL8;RPL9;RPL6;RPL7;RPS15;RPS4X;RPL7A;RPS14;RPS17;RPS16;RPL18A;RPS19;RPS18;RPL36;RPL35;RPLP2;RPL38;RPS11;RPS10;RPS13;RPS12;RPS9;RPS7;RPS8;RPL23;RPS5;RPS6;RPL13A;RPSA;RPL37A;RPL24;RPL27;RPL29;RPL28;UBA52;RPL10;RPL12;RPL11;RPL36A;RPL14;RPS3;RPL13;RPL15;RPS2;RPL18;RPS27A;RPL17;RPL19;RPL41;RPL35A;RPL23A;RPS26;RPS28;RPS29;RPS3A1;RPL27A;FAU;RPS21;RPS24;RPS23,36,67,118.48456383056175
269,KEGG_2019_Mouse,Glycolysis / Gluconeogenesis,23.534646739130434,LDHA;PKM;PGAM1;PGK1;ENO1;ALDOA;GAPDH,36,7,5.559554974258085
270,KEGG_2019_Mouse,HIF-1 signaling pathway,11.172491828011063,LDHA;RPS6;PGK1;ENO1;ALDOA;GAPDH,36,6,3.0859478561527762
271,KEGG_2019_Mouse,Phagosome,6.733327259475218,TUBA1C;TUBA1B;TUBA1A;TUBB5;ACTB,36,5,1.6830605693254346
272,KEGG_2019_Mouse,Parkinson disease,6.673288784540365,ATP5B;UBB;COX4I1;ATP5A1;ATP5G2,36,5,1.6830605693254346
273,WikiPathways_2019_Mouse,Cytoplasmic Ribosomal Proteins WP163,1323.2596843615495,RPL4;RPL3;RPL32;RPLP1;RPLP0;RPL10A;RPL8;RPL9;RPL6;RPL7;RPS4X;RPS15;RPL7A;RPS14;RPS17;RPS16;RPL18A;RPS19;RPS18;RPL36;RPL35;RPLP2;RPL38;RPS11;RPS10;RPS13;RPS12;RPS7;RPS8;RPS5;RPS6;RPL13A;RPSA;RPL37A;RPL24;RPL27;RPL29;RPL28;RPL10;RPL12;RPL11;RPL36A;RPS3;RPL13;RPL15;RPS2;RPL18;RPS27A;RPL17;RPL19;RPL41;RPL35A;RPL23A;RPS26;RPS28;RPS29;RPS3A1;RPL27A;FAU;RPS21;RPS24;RPS23,36,62,126.05707106703294
274,WikiPathways_2019_Mouse,mRNA processing WP310,10.047304106827916,NPM1;RPS9;RPL32;RPS7;RPL12;RPL11;RPS6;YBX1;RPL8;RPL9;RPL7;RPS4X;RPS14;RPS28;RPS29;RPL38;PABPC1;RPS11;RPS13;RPS24;RPL19;RPS23,36,22,12.086969243759963
275,WikiPathways_2019_Mouse,Glycolysis and Gluconeogenesis WP157,30.954166666666666,LDHA;PKM;PGAM1;PGK1;ENO1;ALDOA;GAPDH,36,7,6.900983616652931
276,WikiPathways_2019_Mouse,TNF-alpha NF-kB Signaling Pathway WP246,6.589340490797546,RPL4;HSP90AB1;RACK1;RPL8;RPS11;RPL6;RPS13,36,7,2.911797820749354
277,WikiPathways_2019_Mouse,Translation Factors WP307,13.953488372093023,EEF1A1;EEF1G;EIF4A1;PABPC1,36,4,2.761808297215824
278,GO_Biological_Process_2023,Mitotic Sister Chromatid Segregation ,11.36514917389754,NCAPG2;PINX1;NCAPG;KIF11;NDC80;NSL1;SMC2;SGO1;KIF18B;NUSAP1;KNTC1;SPDL1;CEP55,37,13,5.928109348097601
279,GO_Biological_Process_2023,Ribosome Biogenesis ,8.261876921744403,NOM1;DIMT1;PNO1;NVL;DIS3;KRR1;RPF2;WDR12;TMA16;DKC1;ESF1;UTP20;DHX29,37,13,4.71710148033437
280,GO_Biological_Process_2023,Sister Chromatid Segregation ,22.368216216216215,SGO1;KIF18B;NCAPG2;NUSAP1;KNTC1;NSL1;NDC80,37,7,4.311653658455608
281,GO_Biological_Process_2023,Mitotic Nuclear Division ,16.437201907790143,SGO1;KIF18B;NCAPG2;NUSAP1;KNTC1;NSL1;NDC80,37,7,3.6626170513187133
282,GO_Biological_Process_2023,Negative Regulation Of Mitotic Metaphase/Anaphase Transition ,22.708141321044547,NUF2;TTK;KNTC1;FBXO5;NDC80;MAD2L1,37,6,3.6626170513187133
283,GO_Molecular_Function_2023,RNA Binding ,2.817789592957378,RBM27;DBR1;FASTKD2;NVL;MRPS11;PINX1;UTP23;DDX20;RPF2;RAD51AP1;ERI1;NUSAP1;UTP20;METTL16;TEFM;BARD1;NOM1;DIMT1;KRR1;PNO1;METTL3;ALG13;DARS2;UPF3A;NOC3L;LSM5;DHFR;RPUSD4;CMSS1;DKC1;NOA1;PRPF3;TRMT6;ESF1;TFAM;NOL10;SRFBP1;DHX29,37,38,4.240455114419566
284,GO_Molecular_Function_2023,Single-Stranded DNA Binding ,7.052685596989394,RAD51AP1;POLA1;CDC45;MSH3;RPA3;TDP1;BRCA2,37,7,1.915482628461053
285,GO_Molecular_Function_2023,rRNA Binding ,9.868983957219251,FASTKD2;ERI1;MRPS11;UTP23;RPF2,37,5,1.7344407276477376
286,WikiPathways_2019_Mouse,DNA Replication WP150,13.611981566820276,POLD3;POLA1;CDC45;DBF4;ORC1;RPA3,37,6,3.2178464133369458
287,WikiPathways_2019_Mouse,Eukaryotic Transcription Initiation WP567,8.728132387706856,TAF12;POLR3B;TAF5;GTF2F2,37,4,1.3996665003197248
288,WikiPathways_2019_Mouse,Adipogenesis genes WP447,6.651189697670909,NCOA1;MBNL1;SOCS1;CEBPD;STAT1;LPL;RORA;AHR;NR3C1,40,9,2.866802725459645
289,WikiPathways_2019_Mouse,Kit Receptor Signaling Pathway WP407,6.679659173313996,LYN;SOCS1;STAT1;KITL;PRKCA,40,5,1.3407777986103013
290,GO_Biological_Process_2023,mRNA Processing ,4.946442016910448,TCERG1;RNMT;YTHDC1;HNRNPR;HTATSF1;CWC27;PNN;SYNCRIP;ALKBH5;CWC22;DHX38;SNRPB2;HNRNPA1;SRSF10;RBM5;CPSF7;RBM14;HNRNPA3;PRPF38A;CPSF6;SCAF11;BUD31;CDC5L;PRPF40A;PRPF4B;PHF5A;SON;HNRNPH3,41,28,6.571831500465603
291,GO_Biological_Process_2023,"Regulation Of mRNA Splicing, Via Spliceosome ",7.052821532344395,KHDRBS1;RBM25;RBM15;WTAP;SFSWAP;YTHDC1;FMR1;LARP7;WDR77;SON;CWC22;NUP98;RBM7;HNRNPA1;SRSF10;RBM5,41,16,4.815639420816701
292,GO_Biological_Process_2023,Protein Ubiquitination ,3.19921875,RNF34;CUL3;UBE2D3;CUL2;CUL1;UBE3B;RNF4;CCAR1;PCNP;BABAM2;CAND1;RMND5A;MARCHF7;RBBP6;ARIH1;SASH1;MARCHF5;TRIM41;UBE2B;USP9X;HUWE1;UBE2G1;TOPORS;UBE2R2;KCTD10;NFX1;RLIM;MDM2;SDE2;UBE2N;TPP2;BIRC6;FBXL5;UBE2K;NFE2L2,41,35,4.737327122718603
293,GO_Biological_Process_2023,Regulation Of DNA-templated Transcription Elongation ,11.588655584718577,SETD5;CCNK;INTS13;SCAF8;CCNT2;ZC3H4;WDR82;KAT7;INTS7;HTATSF1;INTS9,41,11,4.669850979868814
294,GO_Biological_Process_2023,"mRNA Splicing, Via Spliceosome ",4.104859243320782,RBM14;HNRNPA3;PRPF38A;SCAF11;YTHDC1;BUD31;CDC5L;HNRNPR;PRPF40A;PRPF4B;HTATSF1;CWC27;WDR77;PNN;SYNCRIP;PHF5A;CWC22;SDE2;DHX38;SNRPB2;HNRNPH3;HNRNPA1;SRSF10;RBM5,41,24,4.605227111212924
295,GO_Molecular_Function_2023,RNA Binding ,4.343864707089704,OTUD4;TCERG1;FMR1;POP4;HNRNPR;MSI2;GPATCH8;CCAR1;CRKL;YY1;PNN;ALKBH5;ALKBH1;CWC22;LUC7L;UBAP2L;PNISR;EIF1AX;SCAF11;DNTTIP2;WDR75;PRPF4B;LARP4B;GTPBP4;SUB1;SBDS;NUP98;PPIG;SREK1;DAP3;ANKRD17;DDX6;KHDRBS1;YTHDC1;IREB2;ZCCHC9;NMD3;UBFD1;RTF1;HTATSF1;GIGYF2;GSPT1;GTF2E2;RTN4;MTDH;PDCD11;TPR;DHX38;BRIX1;RBM12;ZC3H13;N4BP1;CPSF7;PRPF38B;CPSF6;PRPF38A;CPSF2;LARP7;LARP4;PUM1;EIF2S1;MEX3C;ANKHD1;PUM3;PUM2;GNL3L;SON;FUBP1;UBE2N;LSM14A;SUGP1;RBM25;PPP1R10;ZC3H4;CCDC47;DDX42;SMG7;ELAVL1;SYNCRIP;MRPL40;RBM7;RBM5;RBM33;UTP15;EIF5B;RBM14;RBM15;ZFR;PRPF40A;SMC1A;UTP18;TSN;UCHL5;HADHB;DNAJC2;SLTM;NFX1;SDE2;LUC7L3;HNRNPH2;HNRNPH3;EIF4E2;RNMT;MAK16;MRPS31;PURB;BCLAF1;SCAF8;FIP1L1;FAM120A;RBBP6;HNRNPA1;SMNDC1;SRSF10;SPEN;HNRNPA3;YTHDF2;YTHDF3;CCDC59;ELP1;HUWE1;CDC5L;RSRC2;ELP5;CDK11B;SCAF4;U2SURP;PHF5A;FAM98B;PKN2;RPL22L1;NAA15;SLIRP;SSBP1;PPIL4;TNRC6A,41,136,32.74307381982108
296,GO_Molecular_Function_2023,mRNA Binding ,4.680920856444206,DDX6;KHDRBS1;RBM25;YTHDC1;FMR1;IREB2;HNRNPR;MSI2;ELAVL1;PURB;SYNCRIP;SCAF8;TPR;LUC7L;N4BP1;RBM5;SPEN;CPSF7;YTHDF2;CPSF6;RBM15;YTHDF3;LARP7;LARP4B;LARP4;PUM1;EIF2S1;PUM3;PUM2;FUBP1;LUC7L3;NUP98;LSM14A,41,33,8.626940681181765
297,GO_Molecular_Function_2023,Ubiquitin-Like Protein Transferase Activity ,3.626463588767254,RANBP2;UBE2B;CUL3;UBE2D3;CUL2;HUWE1;UBR4;UBE2G1;RNF4;TOPORS;PIAS2;RNF2;RMND5A;UBE2R2;KCTD10;ATG16L1;RLIM;MDM2;UBE2N;BIRC6;RBBP6;ARIH1;FBXL5;UBE2K,41,24,4.2322497997755315
298,GO_Molecular_Function_2023,Ubiquitin-Protein Transferase Activity ,2.815990960142446,RNF34;CUL3;UBE2D3;CUL2;UBR4;UBE3B;RNF4;RNF2;CCAR1;RMND5A;RBBP6;ARIH1;MARCHF5;KCMF1;TRIM41;UBE2B;HUWE1;UBE2G1;MEX3C;TOPORS;UBE2R2;KCTD10;NFX1;RLIM;MDM2;UBE2N;BIRC6;FBXL5;UBE2K,41,29,3.4537537615611664
299,GO_Molecular_Function_2023,Ubiquitin-Like Protein Ligase Activity ,2.7201657307964893,RANBP2;KCMF1;RNF34;TRIM41;CUL3;UBE2D3;HUWE1;UBR4;UBE3B;RNF4;MEX3C;TOPORS;PIAS2;RNF2;CCAR1;NFX1;RLIM;MDM2;RBBP6;ARIH1;MARCHF5,41,21,2.105968508179239
300,KEGG_2019_Mouse,Spliceosome,4.232088947794713,TCERG1;PRPF38B;RBM25;HNRNPA3;PRPF38A;BUD31;DDX42;CDC5L;PRPF40A;U2SURP;PHF5A;DHX38;SNRPB2;HNRNPA1;SRSF10;SMNDC1,41,16,2.9487624217140804
301,KEGG_2019_Mouse,Ubiquitin mediated proteolysis,3.7831858407079646,UBE2B;CUL3;UBE2D3;CUL2;CUL1;HUWE1;UBE2G1;UBE3B;PIAS2;UBE2R2;CDC27;UBE2N;MDM2;BIRC6;UBE2K,41,15,2.4550727430587447
302,KEGG_2019_Mouse,RNA transport,3.45683474908127,NUP214;RANBP2;EIF5B;NUP133;EIF1AX;FMR1;POP4;NMD3;NUP153;EIF2S1;PNN;TPR;NUP54;NUP98;EIF1A;EIF4E2,41,16,2.454070626591376
303,KEGG_2019_Mouse,mRNA surveillance pathway,4.332212379702537,PNN;CPSF7;CPSF6;FIP1L1;WDR82;RNMT;CPSF2;PPP2R2D;MSI2;SMG7;GSPT1,41,11,2.2003699983356193
304,KEGG_2019_Mouse,Basal transcription factors,6.17156982421875,TBP;TAF9;TAF11;GTF2H1;GTF2E1;GTF2E2;GTF2H5,41,7,1.9125662206498355
305,WikiPathways_2019_Mouse,mRNA processing WP310,4.341689637630579,RBM25;FMR1;HNRNPR;MSI2;ELAVL1;DCAF1;SYNCRIP;QK;RBM7;RBM5;RBM33;RBM14;PRPF4B;PRPF40A;SMC1A;TSN;SLTM;HNRNPH2;SREK1;EIF4E2;ZFP622;DDX6;TMED10;RNMT;SFSWAP;MAK16;HTATSF1;SBNO1;SCAF8;BCLAF1;DHX38;SNRPB2;HNRNPA1;RBM12;SRSF10;SPEN;HNRNPA3;CPSF7;ZFP638;CPSF2;RSRC2;PUM1;CLK4;PUM3;U2SURP;PUM2;CLK1;PHF5A;SON;SLIRP;PPIL4;SUGP1,41,52,13.355994608994928
306,WikiPathways_2019_Mouse,PluriNetWork WP1763,2.903593117408907,KMT2D;KDM5C;KDM3A;CTR9;CTCF;PSEN1;IPO7;RNF2;YY1;ZMYM2;EP300;MAPK1;SUZ12;PBRM1;EED;TFE3;ATRX;GATAD2B;PIAS2;HCFC1;SMAD7;MDM2;IL6ST;RAF1;EZH2,41,25,3.386023179799417
307,WikiPathways_2019_Mouse,Estrogen signaling WP1244,4.102941176470588,TBP;NCOR1;TAF9;EP300;MAPK1;GTF2H1;AK6;GTF2E1;GTF2E2,41,9,1.677094398144465
308,WikiPathways_2019_Mouse,Delta-Notch Signaling Pathway WP265,3.7954345917471466,YY1;SPEN;ADAM17;NCSTN;NCOR1;CUL1;EP300;MAPK1;PSEN1,41,9,1.5864837745385665
309,WikiPathways_2019_Mouse,Eukaryotic Transcription Initiation WP567,4.968352253181974,TBP;TAF9;GTF2H1;AK6;GTF2E1;GTF2E2,41,6,1.3924572021126493
310,GO_Biological_Process_2023,Positive Regulation Of Production Of Molecular Mediator Of Immune Response ,59.257936507936506,SASH3;TNFSF4;TNFRSF14,42,3,2.147882947769281
311,GO_Biological_Process_2023,Regulation Of Alpha-Beta T Cell Proliferation ,173.80232558139534,TNFSF4;TNFRSF14,42,2,1.841112937139925
312,GO_Biological_Process_2023,Positive Regulation Of B Cell Activation ,30.440816326530612,SASH3;SPI1;TNFSF4,42,3,1.8382045221132977
313,GO_Biological_Process_2023,Regulation Of Immunoglobulin Production ,77.21963824289406,SASH3;TNFSF4,42,2,1.5820179736164017
314,GO_Biological_Process_2023,Regulation Of Adaptive Immune Response ,49.62458471760797,SASH3;TNFSF4,42,2,1.3442540270628442
315,GO_Biological_Process_2023,Positive Regulation Of Chondrocyte Differentiation ,69.5109375,ZBTB16;SOX9;GDF6,43,3,1.6252474558887129
316,GO_Biological_Process_2023,Aortic Valve Morphogenesis ,14.63706487341772,ROBO2;NFATC1;GATA3;SLIT2;SOX9,43,5,1.6252474558887129
317,GO_Biological_Process_2023,Aortic Valve Development ,13.379746835443038,ROBO2;NFATC1;GATA3;SLIT2;SOX9,43,5,1.6252474558887129
318,GO_Biological_Process_2023,Glycosaminoglycan Biosynthetic Process ,10.63650747986191,CSGALNACT1;HS3ST3B1;HS3ST3A1;UST;CHSY3,43,5,1.3528970625644485
319,GO_Biological_Process_2023,Potassium Ion Transport ,7.727074426315331,KCNK6;KCNG3;KCNH7;KCND3;KCNA3;KCNMB4,43,6,1.3528970625644485
320,GO_Molecular_Function_2023,Voltage-Gated Potassium Channel Activity ,10.884604062408007,KCNK6;KCNG3;KCND3;KCNH7;KCNA3,43,5,1.501858636436097
321,GO_Molecular_Function_2023,[Heparan Sulfate]-Glucosamine 3-Sulfotransferase 1 Activity ,184.24844720496895,HS3ST3B1;HS3ST3A1,43,2,1.4859699503366197
322,GO_Molecular_Function_2023,"DNA-binding Transcription Activator Activity, RNA Polymerase II-specific ",4.0694805194805195,EGR2;HHEX;MECOM;PRRX1;ZBTB16;HOXA1;NFATC1;GATA3;SOX9,43,9,1.4859699503366197
323,GO_Molecular_Function_2023,Cis-Regulatory Region Sequence-Specific DNA Binding ,2.71390069845126,HES7;ARNT2;EGR2;EGR3;PRRX1;ZBTB16;NFATC1;GATA3;PRDM1;ZFHX4;HHEX;MAFB;MECOM;HOXA1;SOX9,43,15,1.4859699503366197
324,GO_Molecular_Function_2023,RNA Polymerase II Transcription Regulatory Region Sequence-Specific DNA Binding ,2.586442256368324,HES7;ARNT2;EGR2;EGR3;PRRX1;TCF24;ZBTB16;NFATC1;GATA3;PRDM1;ZFHX4;HHEX;MAFB;MECOM;HOXA1;SOX9,43,16,1.4859699503366197
325,KEGG_2019_Mouse,Glycosaminoglycan biosynthesis,11.703322784810126,CSGALNACT1;HS3ST3B1;HS3ST3A1;UST;CHSY3,43,5,1.928945678921607
326,KEGG_2019_Mouse,Axon guidance,4.9196480938416425,ROBO2;FZD3;SEMA3A;NTN4;PLXNC1;SLIT2;EPHB2;SRGAP1,43,8,1.724160157225716
327,GO_Biological_Process_2023,Mitochondrial Translation ,14.752682100508189,MRPS17;GFM1;MRPS16;MRPS33;MRPS12;MRPS34;MRPL16;MRPL39;MRPL37;MRPL4;MRPL42;DROSHA;IARS2;MRPL9;MRPS24;MRPS22;MRPL27;MRPS18A;MRPL45;MRPL24;MRPS6;MRPL21;MRPS18C;MRPL22;MRPL44;MRPL30;MRPS9,44,27,16.311593157698177
328,GO_Biological_Process_2023,Mitochondrial Gene Expression ,12.496985357450471,MRPS17;MRPS16;MRPS33;MRPS12;MRPS34;MRPL16;MRPL39;MRPL37;MRPL4;MRPL42;IARS2;MRPL9;MRPS24;MRPS22;MRPL27;MRPS18A;MRPL45;MRPL24;MRPS6;MRPL21;MRPS18C;MRPL22;MRPL44;MRPL30;MRPS9,44,25,13.844897820712344
329,GO_Biological_Process_2023,Translation ,5.9350870998116765,MRPS17;MRPS16;MRPS33;MRPS12;MRPS34;MRPL16;MRPL39;MRPL37;MRPL4;MRPL42;EIF4EBP2;IARS2;MRPL9;RWDD1;MRPS24;MRPS22;DHPS;MRPL27;MRPS18A;MRPL45;MRPL24;MRPS6;MRPL21;MRPS18C;MRPL22;MRPL44;MRPL30;MRPS9,44,28,8.878510952107906
330,GO_Biological_Process_2023,Ribosome Biogenesis ,6.799316239316239,UTP6;UTP11;DDX47;WDR3;NGDN;MRPS12;FCF1;WDR74;NOL7;DDX10;NAT10;NOC2L;PWP2;SDAD1;MRPL22;NOL6;EXOSC7;EBNA1BP2;BMS1;PES1;RRP12;DCAF13,44,22,7.715009488778394
331,GO_Biological_Process_2023,Mitochondrial Respiratory Chain Complex Assembly ,7.737627531597381,NDUFB8;DMAC1;NDUFB6;NDUFA5;UQCC3;NDUFB4;NDUFC1;CHCHD4;OXA1L;SAMM50;AIFM1;NDUFS4;NDUFAB1;TMEM126A,44,14,4.955037869500056
332,GO_Molecular_Function_2023,RNA Binding ,2.722929141716567,GFM1;DDX46;KDM1A;DDX47;WDR3;AKAP8L;MRPS12;FCF1;MRPL39;NAT10;MRPL37;NOC2L;PWP2;NUDT4;MRPL4;MRPL42;PPP1CC;ANXA7;MRPL9;RRP12;DDX18;AQR;MRPS24;UTP11;ELAC2;NGDN;DDX10;MRPL45;CRNKL1;ILF2;MRPL44;PDIA4;EBNA1BP2;MRPS9;SYF2;CLNS1A;SARNP;FRG1;GEMIN5;RP9;SNRPA1;SRSF9;DDX24;USO1;MRPL16;NOL7;BAZ2A;NOL6;EXOSC7;SRP72;TCOF1;BMS1;PES1;PPP1R8;DROSHA;LLPH;LTA4H;MAP4;CFAP20;DCAF13;DUT;SF3A1;UTP6;XRCC6;API5;CPSF3;MRPL27;MRPL21;MRPL22;DIAPH1;NUDT21;SNW1;LAS1L;XPOT;CNOT1;ALDH18A1;FARSA;NOP10,44,78,9.248408998211927
333,GO_Molecular_Function_2023,NADH Dehydrogenase ,12.5363753766681,NDUFB8;NDUFB6;NDUFA5;NDUFA12;NDUFS6;NDUFB4;NDUFS4;NDUFC1,44,8,3.684415799903065
334,GO_Molecular_Function_2023,NADH Dehydrogenase ,12.013201320132014,NDUFB8;NDUFB6;NDUFA5;NDUFA12;NDUFS6;NDUFB4;NDUFS4;NDUFC1,44,8,3.684415799903065
335,GO_Molecular_Function_2023,Oxidoreduction-Driven Active Transmembrane Transporter Activity ,7.921503358954185,CYB5A;NDUFB8;NDUFB6;NDUFA5;NDUFA12;NDUFS6;NDUFB4;NDUFS4;NDUFC1,44,9,3.184178323526255
336,GO_Molecular_Function_2023,Protein Phosphatase Regulator Activity ,5.584252400548697,IGBP1;PPP4R2;PPME1;PPP1R7;ENSA;PPP2R2A;CALM1,44,7,1.445385684914388
337,KEGG_2019_Mouse,Ribosome biogenesis in eukaryotes,8.809738346906949,UTP6;NXT1;IMP3;WDR3;FCF1;NAT10;IMP4;PWP2;REXO2;NOL6;TCOF1;BMS1;DROSHA;NOP10,44,14,5.804436945889021
338,KEGG_2019_Mouse,Spliceosome,5.415637860082304,AQR;SF3A1;DDX46;THOC3;PLRG1;USP39;CRNKL1;XAB2;SNW1;ZMAT2;SYF2;SNRPA1;RP9;SNRPC;BCAS2;SRSF9,44,16,4.546269638141088
